nohup: ignoring input
name:3pro,index:0
name:4pro,index:1
name:Dji,index:2
name:dao,index:3
name:ha,index:4
name:3pro,index:0
name:4pro,index:1
name:Dji,index:2
name:dao,index:3
name:ha,index:4
Train: [1][10/1465]	BT 0.056 (0.515)	DT 0.000 (0.100)	loss 0.840 (1.279)	Acc@1 84.375 (66.875)
Train: [3][850/1465]	BT 0.053 (0.056)	DT 0.000 (0.002)	loss 0.004 (0.013)	Acc@1 100.000 (99.632)
Train: [3][860/1465]	BT 0.054 (0.056)	DT 0.000 (0.002)	loss 0.004 (0.013)	Acc@1 100.000 (99.629)
Train: [3][870/1465]	BT 0.053 (0.056)	DT 0.000 (0.002)	loss 0.024 (0.013)	Acc@1 100.000 (99.630)
Train: [3][880/1465]	BT 0.058 (0.056)	DT 0.000 (0.002)	loss 0.006 (0.013)	Acc@1 100.000 (99.634)
Train: [3][890/1465]	BT 0.054 (0.056)	DT 0.000 (0.002)	loss 0.005 (0.013)	Acc@1 100.000 (99.631)
Train: [3][900/1465]	BT 0.055 (0.056)	DT 0.000 (0.002)	loss 0.005 (0.013)	Acc@1 100.000 (99.632)
Train: [3][910/1465]	BT 0.055 (0.056)	DT 0.000 (0.002)	loss 0.003 (0.013)	Acc@1 100.000 (99.633)
Train: [3][920/1465]	BT 0.056 (0.056)	DT 0.000 (0.002)	loss 0.007 (0.013)	Acc@1 100.000 (99.637)
Train: [3][930/1465]	BT 0.057 (0.056)	DT 0.000 (0.002)	loss 0.003 (0.013)	Acc@1 100.000 (99.637)
Train: [3][940/1465]	BT 0.057 (0.056)	DT 0.000 (0.002)	loss 0.017 (0.013)	Acc@1 100.000 (99.638)
Train: [3][950/1465]	BT 0.053 (0.056)	DT 0.000 (0.002)	loss 0.002 (0.013)	Acc@1 100.000 (99.635)
Train: [3][960/1465]	BT 0.053 (0.056)	DT 0.000 (0.002)	loss 0.081 (0.013)	Acc@1 96.875 (99.635)
Train: [3][970/1465]	BT 0.056 (0.056)	DT 0.000 (0.002)	loss 0.008 (0.013)	Acc@1 100.000 (99.633)
Train: [3][980/1465]	BT 0.057 (0.056)	DT 0.000 (0.002)	loss 0.063 (0.013)	Acc@1 96.875 (99.633)
Train: [3][990/1465]	BT 0.057 (0.056)	DT 0.000 (0.002)	loss 0.007 (0.013)	Acc@1 100.000 (99.634)
Train: [3][1000/1465]	BT 0.056 (0.056)	DT 0.000 (0.002)	loss 0.009 (0.013)	Acc@1 100.000 (99.634)
Train: [3][1010/1465]	BT 0.059 (0.056)	DT 0.000 (0.002)	loss 0.002 (0.013)	Acc@1 100.000 (99.619)
Train: [3][1020/1465]	BT 0.055 (0.056)	DT 0.000 (0.002)	loss 0.002 (0.013)	Acc@1 100.000 (99.623)
Train: [3][1030/1465]	BT 0.055 (0.056)	DT 0.000 (0.002)	loss 0.004 (0.013)	Acc@1 100.000 (99.624)
Train: [3][1040/1465]	BT 0.053 (0.056)	DT 0.000 (0.002)	loss 0.003 (0.013)	Acc@1 100.000 (99.627)
Train: [3][1050/1465]	BT 0.053 (0.056)	DT 0.000 (0.002)	loss 0.002 (0.013)	Acc@1 100.000 (99.625)
Train: [3][1060/1465]	BT 0.059 (0.056)	DT 0.000 (0.002)	loss 0.002 (0.013)	Acc@1 100.000 (99.626)
Train: [3][1070/1465]	BT 0.057 (0.056)	DT 0.000 (0.002)	loss 0.003 (0.013)	Acc@1 100.000 (99.629)
Train: [3][1080/1465]	BT 0.055 (0.056)	DT 0.000 (0.002)	loss 0.004 (0.013)	Acc@1 100.000 (99.624)
Train: [3][1090/1465]	BT 0.057 (0.056)	DT 0.000 (0.001)	loss 0.007 (0.013)	Acc@1 100.000 (99.624)
Train: [3][1100/1465]	BT 0.053 (0.056)	DT 0.000 (0.001)	loss 0.008 (0.013)	Acc@1 100.000 (99.622)
Train: [3][1110/1465]	BT 0.058 (0.056)	DT 0.000 (0.001)	loss 0.002 (0.013)	Acc@1 100.000 (99.617)
Train: [3][1120/1465]	BT 0.042 (0.056)	DT 0.000 (0.001)	loss 0.008 (0.013)	Acc@1 100.000 (99.615)
Train: [3][1130/1465]	BT 0.055 (0.056)	DT 0.000 (0.001)	loss 0.007 (0.014)	Acc@1 100.000 (99.610)
Train: [3][1140/1465]	BT 0.056 (0.056)	DT 0.000 (0.001)	loss 0.004 (0.014)	Acc@1 100.000 (99.608)
Train: [3][1150/1465]	BT 0.054 (0.056)	DT 0.000 (0.001)	loss 0.004 (0.013)	Acc@1 100.000 (99.609)
Train: [3][1160/1465]	BT 0.046 (0.056)	DT 0.000 (0.001)	loss 0.003 (0.013)	Acc@1 100.000 (99.609)
Train: [3][1170/1465]	BT 0.056 (0.056)	DT 0.000 (0.001)	loss 0.002 (0.013)	Acc@1 100.000 (99.613)
Train: [3][1180/1465]	BT 0.057 (0.056)	DT 0.000 (0.001)	loss 0.002 (0.013)	Acc@1 100.000 (99.616)
Train: [3][1190/1465]	BT 0.057 (0.056)	DT 0.000 (0.001)	loss 0.004 (0.013)	Acc@1 100.000 (99.617)
Train: [3][1200/1465]	BT 0.057 (0.056)	DT 0.000 (0.001)	loss 0.056 (0.013)	Acc@1 96.875 (99.617)
Train: [3][1210/1465]	BT 0.053 (0.056)	DT 0.000 (0.001)	loss 0.005 (0.013)	Acc@1 100.000 (99.610)
Train: [3][1220/1465]	BT 0.054 (0.056)	DT 0.000 (0.001)	loss 0.003 (0.013)	Acc@1 100.000 (99.613)
Train: [3][1230/1465]	BT 0.044 (0.056)	DT 0.000 (0.001)	loss 0.003 (0.013)	Acc@1 100.000 (99.609)
Train: [3][1240/1465]	BT 0.045 (0.056)	DT 0.000 (0.001)	loss 0.003 (0.013)	Acc@1 100.000 (99.609)
Train: [3][1250/1465]	BT 0.058 (0.056)	DT 0.000 (0.001)	loss 0.008 (0.014)	Acc@1 100.000 (99.607)
Train: [3][1260/1465]	BT 0.054 (0.056)	DT 0.000 (0.001)	loss 0.069 (0.014)	Acc@1 96.875 (99.606)
Train: [3][1270/1465]	BT 0.054 (0.056)	DT 0.000 (0.001)	loss 0.005 (0.014)	Acc@1 100.000 (99.604)
Train: [3][1280/1465]	BT 0.053 (0.056)	DT 0.000 (0.001)	loss 0.002 (0.014)	Acc@1 100.000 (99.604)
Train: [3][1290/1465]	BT 0.058 (0.056)	DT 0.000 (0.001)	loss 0.004 (0.014)	Acc@1 100.000 (99.605)
Train: [3][1300/1465]	BT 0.057 (0.056)	DT 0.000 (0.001)	loss 0.007 (0.014)	Acc@1 100.000 (99.608)
Train: [3][1310/1465]	BT 0.056 (0.056)	DT 0.000 (0.001)	loss 0.004 (0.014)	Acc@1 100.000 (99.606)
Train: [3][1320/1465]	BT 0.056 (0.056)	DT 0.000 (0.001)	loss 0.003 (0.014)	Acc@1 100.000 (99.609)
Train: [3][1330/1465]	BT 0.058 (0.056)	DT 0.000 (0.001)	loss 0.024 (0.014)	Acc@1 100.000 (99.610)
Train: [3][1340/1465]	BT 0.050 (0.056)	DT 0.000 (0.001)	loss 0.003 (0.013)	Acc@1 100.000 (99.608)
Train: [3][1350/1465]	BT 0.057 (0.056)	DT 0.000 (0.001)	loss 0.005 (0.013)	Acc@1 100.000 (99.606)
Train: [3][1360/1465]	BT 0.043 (0.056)	DT 0.000 (0.001)	loss 0.003 (0.013)	Acc@1 100.000 (99.607)
Train: [3][1370/1465]	BT 0.057 (0.056)	DT 0.000 (0.001)	loss 0.007 (0.013)	Acc@1 100.000 (99.610)
Train: [3][1380/1465]	BT 0.054 (0.056)	DT 0.000 (0.001)	loss 0.005 (0.013)	Acc@1 100.000 (99.613)
Train: [3][1390/1465]	BT 0.057 (0.056)	DT 0.000 (0.001)	loss 0.003 (0.013)	Acc@1 100.000 (99.613)
Train: [3][1400/1465]	BT 0.055 (0.056)	DT 0.000 (0.001)	loss 0.011 (0.013)	Acc@1 100.000 (99.612)
Train: [3][1410/1465]	BT 0.055 (0.056)	DT 0.000 (0.001)	loss 0.019 (0.013)	Acc@1 100.000 (99.610)
Train: [3][1420/1465]	BT 0.054 (0.056)	DT 0.000 (0.001)	loss 0.006 (0.013)	Acc@1 100.000 (99.610)
Train: [3][1430/1465]	BT 0.058 (0.056)	DT 0.000 (0.001)	loss 0.002 (0.013)	Acc@1 100.000 (99.611)
Train: [3][1440/1465]	BT 0.043 (0.056)	DT 0.000 (0.001)	loss 0.004 (0.013)	Acc@1 100.000 (99.607)
Train: [3][1450/1465]	BT 0.045 (0.056)	DT 0.000 (0.001)	loss 0.007 (0.013)	Acc@1 100.000 (99.606)
Train: [3][1460/1465]	BT 0.045 (0.055)	DT 0.000 (0.001)	loss 0.013 (0.014)	Acc@1 100.000 (99.602)
Train epoch 3, total time 81.31, accuracy:99.60
Test: [0/184]	Time 1.203 (1.203)	Loss 0.0008 (0.0008)	Acc@1 100.000 (100.000)
Test: [10/184]	Time 0.085 (0.198)	Loss 0.4339 (0.1386)	Acc@1 85.938 (95.028)
Test: [20/184]	Time 0.082 (0.143)	Loss 0.0008 (0.9217)	Acc@1 100.000 (75.967)
Test: [30/184]	Time 0.081 (0.123)	Loss 0.0006 (0.6394)	Acc@1 100.000 (83.417)
Test: [40/184]	Time 0.083 (0.113)	Loss 0.1713 (0.5132)	Acc@1 96.875 (86.814)
Test: [50/184]	Time 0.081 (0.107)	Loss 0.0010 (0.4219)	Acc@1 100.000 (89.216)
Test: [60/184]	Time 0.081 (0.103)	Loss 0.0865 (0.3584)	Acc@1 98.438 (90.881)
Test: [70/184]	Time 0.083 (0.100)	Loss 0.0013 (0.3106)	Acc@1 100.000 (92.121)
Test: [80/184]	Time 0.087 (0.098)	Loss 0.0009 (0.2744)	Acc@1 100.000 (93.056)
Test: [90/184]	Time 0.082 (0.096)	Loss 0.0077 (0.2513)	Acc@1 100.000 (93.681)
Test: [100/184]	Time 0.082 (0.095)	Loss 0.0603 (0.2278)	Acc@1 98.438 (94.245)
Test: [110/184]	Time 0.082 (0.094)	Loss 0.0006 (0.2075)	Acc@1 100.000 (94.764)
Test: [120/184]	Time 0.084 (0.093)	Loss 0.0273 (0.1964)	Acc@1 98.438 (95.067)
Test: [130/184]	Time 0.081 (0.092)	Loss 0.1603 (0.1885)	Acc@1 92.188 (95.169)
Test: [140/184]	Time 0.082 (0.091)	Loss 0.1217 (0.1817)	Acc@1 96.875 (95.401)
Test: [150/184]	Time 0.082 (0.091)	Loss 0.1813 (0.1867)	Acc@1 93.750 (95.344)
Test: [160/184]	Time 0.081 (0.090)	Loss 0.0559 (0.1786)	Acc@1 98.438 (95.565)
Test: [170/184]	Time 0.082 (0.090)	Loss 0.0584 (0.1727)	Acc@1 98.438 (95.696)
Test: [180/184]	Time 0.083 (0.089)	Loss 0.1490 (0.1650)	Acc@1 96.875 (95.900)
 * Acc@1 95.939
Train: [4][10/1465]	BT 0.055 (0.221)	DT 0.000 (0.167)	loss 0.006 (0.015)	Acc@1 100.000 (99.688)
Train: [4][20/1465]	BT 0.057 (0.137)	DT 0.000 (0.083)	loss 0.006 (0.016)	Acc@1 100.000 (99.531)
Train: [4][30/1465]	BT 0.056 (0.110)	DT 0.000 (0.056)	loss 0.006 (0.014)	Acc@1 100.000 (99.583)
Train: [4][40/1465]	BT 0.056 (0.096)	DT 0.000 (0.042)	loss 0.004 (0.013)	Acc@1 100.000 (99.688)
Train: [4][50/1465]	BT 0.045 (0.087)	DT 0.000 (0.034)	loss 0.010 (0.013)	Acc@1 100.000 (99.688)
Train: [4][60/1465]	BT 0.044 (0.080)	DT 0.000 (0.028)	loss 0.016 (0.016)	Acc@1 100.000 (99.583)
Train: [4][70/1465]	BT 0.052 (0.076)	DT 0.000 (0.024)	loss 0.009 (0.014)	Acc@1 100.000 (99.643)
Train: [4][80/1465]	BT 0.057 (0.073)	DT 0.000 (0.021)	loss 0.003 (0.013)	Acc@1 100.000 (99.688)
Train: [4][90/1465]	BT 0.056 (0.071)	DT 0.000 (0.019)	loss 0.047 (0.013)	Acc@1 96.875 (99.653)
Train: [4][100/1465]	BT 0.056 (0.069)	DT 0.000 (0.017)	loss 0.002 (0.014)	Acc@1 100.000 (99.562)
Train: [4][110/1465]	BT 0.058 (0.068)	DT 0.000 (0.015)	loss 0.003 (0.014)	Acc@1 100.000 (99.545)
Train: [4][120/1465]	BT 0.053 (0.067)	DT 0.000 (0.014)	loss 0.005 (0.014)	Acc@1 100.000 (99.531)
Train: [4][130/1465]	BT 0.057 (0.066)	DT 0.000 (0.013)	loss 0.004 (0.014)	Acc@1 100.000 (99.543)
Train: [4][140/1465]	BT 0.055 (0.065)	DT 0.000 (0.012)	loss 0.002 (0.013)	Acc@1 100.000 (99.576)
Train: [4][150/1465]	BT 0.055 (0.064)	DT 0.000 (0.011)	loss 0.004 (0.013)	Acc@1 100.000 (99.604)
Train: [4][160/1465]	BT 0.056 (0.063)	DT 0.000 (0.011)	loss 0.008 (0.013)	Acc@1 100.000 (99.590)
Train: [4][170/1465]	BT 0.057 (0.063)	DT 0.000 (0.010)	loss 0.047 (0.013)	Acc@1 96.875 (99.540)
Train: [4][180/1465]	BT 0.056 (0.062)	DT 0.000 (0.009)	loss 0.101 (0.014)	Acc@1 96.875 (99.549)
Train: [4][190/1465]	BT 0.056 (0.062)	DT 0.000 (0.009)	loss 0.049 (0.013)	Acc@1 96.875 (99.539)
Train: [4][200/1465]	BT 0.056 (0.062)	DT 0.000 (0.009)	loss 0.004 (0.013)	Acc@1 100.000 (99.547)
Train: [4][210/1465]	BT 0.056 (0.061)	DT 0.000 (0.008)	loss 0.003 (0.014)	Acc@1 100.000 (99.554)
Train: [4][220/1465]	BT 0.056 (0.061)	DT 0.000 (0.008)	loss 0.003 (0.013)	Acc@1 100.000 (99.560)
Train: [4][230/1465]	BT 0.055 (0.061)	DT 0.000 (0.007)	loss 0.017 (0.013)	Acc@1 100.000 (99.565)
Train: [4][240/1465]	BT 0.051 (0.061)	DT 0.000 (0.007)	loss 0.006 (0.013)	Acc@1 100.000 (99.570)
Train: [4][250/1465]	BT 0.056 (0.060)	DT 0.000 (0.007)	loss 0.010 (0.013)	Acc@1 100.000 (99.575)
Train: [4][260/1465]	BT 0.044 (0.060)	DT 0.000 (0.007)	loss 0.003 (0.013)	Acc@1 100.000 (99.579)
Train: [4][270/1465]	BT 0.043 (0.060)	DT 0.000 (0.006)	loss 0.002 (0.013)	Acc@1 100.000 (99.583)
Train: [4][280/1465]	BT 0.044 (0.059)	DT 0.000 (0.006)	loss 0.002 (0.013)	Acc@1 100.000 (99.598)
Train: [4][290/1465]	BT 0.054 (0.059)	DT 0.000 (0.006)	loss 0.005 (0.012)	Acc@1 100.000 (99.612)
Train: [4][300/1465]	BT 0.054 (0.059)	DT 0.000 (0.006)	loss 0.002 (0.013)	Acc@1 100.000 (99.594)
Train: [4][310/1465]	BT 0.051 (0.059)	DT 0.000 (0.006)	loss 0.003 (0.013)	Acc@1 100.000 (99.597)
Train: [4][320/1465]	BT 0.055 (0.059)	DT 0.000 (0.005)	loss 0.002 (0.013)	Acc@1 100.000 (99.590)
Train: [4][330/1465]	BT 0.055 (0.058)	DT 0.000 (0.005)	loss 0.002 (0.013)	Acc@1 100.000 (99.602)
Train: [4][340/1465]	BT 0.043 (0.058)	DT 0.000 (0.005)	loss 0.005 (0.013)	Acc@1 100.000 (99.614)
Train: [4][350/1465]	BT 0.053 (0.058)	DT 0.000 (0.005)	loss 0.002 (0.013)	Acc@1 100.000 (99.616)
Train: [4][360/1465]	BT 0.051 (0.058)	DT 0.000 (0.005)	loss 0.005 (0.013)	Acc@1 100.000 (99.618)
Train: [4][370/1465]	BT 0.051 (0.058)	DT 0.000 (0.005)	loss 0.005 (0.013)	Acc@1 100.000 (99.620)
Train: [4][380/1465]	BT 0.044 (0.058)	DT 0.000 (0.005)	loss 0.004 (0.013)	Acc@1 100.000 (99.622)
Train: [4][390/1465]	BT 0.056 (0.057)	DT 0.000 (0.005)	loss 0.002 (0.013)	Acc@1 100.000 (99.631)
Train: [4][400/1465]	BT 0.043 (0.057)	DT 0.000 (0.004)	loss 0.044 (0.013)	Acc@1 96.875 (99.609)
Train: [4][410/1465]	BT 0.056 (0.057)	DT 0.000 (0.004)	loss 0.003 (0.013)	Acc@1 100.000 (99.604)
Train: [4][420/1465]	BT 0.055 (0.057)	DT 0.000 (0.004)	loss 0.003 (0.013)	Acc@1 100.000 (99.613)
Train: [4][430/1465]	BT 0.052 (0.057)	DT 0.000 (0.004)	loss 0.005 (0.013)	Acc@1 100.000 (99.615)
Train: [4][440/1465]	BT 0.056 (0.057)	DT 0.000 (0.004)	loss 0.004 (0.013)	Acc@1 100.000 (99.616)
Train: [4][450/1465]	BT 0.052 (0.057)	DT 0.000 (0.004)	loss 0.002 (0.013)	Acc@1 100.000 (99.618)
Train: [4][460/1465]	BT 0.057 (0.057)	DT 0.000 (0.004)	loss 0.010 (0.013)	Acc@1 100.000 (99.626)
Train: [4][470/1465]	BT 0.056 (0.057)	DT 0.000 (0.004)	loss 0.002 (0.013)	Acc@1 100.000 (99.628)
Train: [4][480/1465]	BT 0.052 (0.057)	DT 0.000 (0.004)	loss 0.002 (0.013)	Acc@1 100.000 (99.629)
Train: [4][490/1465]	BT 0.056 (0.057)	DT 0.000 (0.004)	loss 0.002 (0.012)	Acc@1 100.000 (99.636)
Train: [4][500/1465]	BT 0.056 (0.057)	DT 0.000 (0.004)	loss 0.002 (0.012)	Acc@1 100.000 (99.644)
Train: [4][510/1465]	BT 0.056 (0.057)	DT 0.000 (0.004)	loss 0.003 (0.012)	Acc@1 100.000 (99.651)
Train: [4][520/1465]	BT 0.054 (0.056)	DT 0.000 (0.003)	loss 0.002 (0.012)	Acc@1 100.000 (99.651)
Train: [4][530/1465]	BT 0.051 (0.056)	DT 0.000 (0.003)	loss 0.002 (0.013)	Acc@1 100.000 (99.652)
Train: [4][540/1465]	BT 0.056 (0.056)	DT 0.000 (0.003)	loss 0.011 (0.012)	Acc@1 100.000 (99.653)
Train: [4][550/1465]	BT 0.053 (0.056)	DT 0.000 (0.003)	loss 0.009 (0.012)	Acc@1 100.000 (99.653)
Train: [4][560/1465]	BT 0.056 (0.056)	DT 0.000 (0.003)	loss 0.001 (0.013)	Acc@1 100.000 (99.654)
Train: [4][570/1465]	BT 0.054 (0.056)	DT 0.000 (0.003)	loss 0.002 (0.013)	Acc@1 100.000 (99.649)
Train: [4][580/1465]	BT 0.053 (0.056)	DT 0.000 (0.003)	loss 0.004 (0.013)	Acc@1 100.000 (99.650)
Train: [4][590/1465]	BT 0.052 (0.056)	DT 0.000 (0.003)	loss 0.002 (0.013)	Acc@1 100.000 (99.650)
Train: [4][600/1465]	BT 0.056 (0.056)	DT 0.000 (0.003)	loss 0.001 (0.012)	Acc@1 100.000 (99.656)
Train: [4][610/1465]	BT 0.052 (0.056)	DT 0.000 (0.003)	loss 0.002 (0.012)	Acc@1 100.000 (99.662)
Train: [4][620/1465]	BT 0.055 (0.056)	DT 0.000 (0.003)	loss 0.004 (0.012)	Acc@1 100.000 (99.662)
Train: [4][630/1465]	BT 0.055 (0.056)	DT 0.000 (0.003)	loss 0.022 (0.012)	Acc@1 100.000 (99.658)
Train: [4][640/1465]	BT 0.054 (0.056)	DT 0.000 (0.003)	loss 0.002 (0.013)	Acc@1 100.000 (99.648)
Train: [4][650/1465]	BT 0.053 (0.056)	DT 0.000 (0.003)	loss 0.003 (0.012)	Acc@1 100.000 (99.654)
Train: [4][660/1465]	BT 0.056 (0.056)	DT 0.000 (0.003)	loss 0.001 (0.013)	Acc@1 100.000 (99.654)
Train: [4][670/1465]	BT 0.043 (0.056)	DT 0.000 (0.003)	loss 0.003 (0.013)	Acc@1 100.000 (99.650)
Train: [4][680/1465]	BT 0.056 (0.056)	DT 0.000 (0.003)	loss 0.001 (0.013)	Acc@1 100.000 (99.646)
Train: [4][690/1465]	BT 0.050 (0.056)	DT 0.000 (0.003)	loss 0.006 (0.012)	Acc@1 100.000 (99.651)
Train: [4][700/1465]	BT 0.054 (0.056)	DT 0.000 (0.003)	loss 0.002 (0.012)	Acc@1 100.000 (99.652)
Train: [4][710/1465]	BT 0.051 (0.056)	DT 0.000 (0.003)	loss 0.003 (0.012)	Acc@1 100.000 (99.648)
Train: [4][720/1465]	BT 0.057 (0.056)	DT 0.000 (0.003)	loss 0.004 (0.013)	Acc@1 100.000 (99.644)
Train: [4][730/1465]	BT 0.056 (0.056)	DT 0.000 (0.003)	loss 0.002 (0.013)	Acc@1 100.000 (99.645)
Train: [4][740/1465]	BT 0.056 (0.056)	DT 0.000 (0.002)	loss 0.047 (0.012)	Acc@1 96.875 (99.645)
Train: [4][750/1465]	BT 0.054 (0.056)	DT 0.000 (0.002)	loss 0.002 (0.013)	Acc@1 100.000 (99.637)
Train: [4][760/1465]	BT 0.056 (0.056)	DT 0.000 (0.002)	loss 0.005 (0.013)	Acc@1 100.000 (99.634)
Train: [4][770/1465]	BT 0.056 (0.056)	DT 0.000 (0.002)	loss 0.003 (0.013)	Acc@1 100.000 (99.639)
Train: [4][780/1465]	BT 0.056 (0.056)	DT 0.000 (0.002)	loss 0.004 (0.012)	Acc@1 100.000 (99.639)
Train: [4][790/1465]	BT 0.054 (0.056)	DT 0.000 (0.002)	loss 0.004 (0.012)	Acc@1 100.000 (99.644)
Train: [4][800/1465]	BT 0.057 (0.056)	DT 0.000 (0.002)	loss 0.005 (0.012)	Acc@1 100.000 (99.645)
Train: [4][810/1465]	BT 0.056 (0.055)	DT 0.000 (0.002)	loss 0.001 (0.012)	Acc@1 100.000 (99.649)
Train: [4][820/1465]	BT 0.050 (0.055)	DT 0.000 (0.002)	loss 0.115 (0.012)	Acc@1 96.875 (99.649)
Train: [4][830/1465]	BT 0.056 (0.055)	DT 0.000 (0.002)	loss 0.001 (0.012)	Acc@1 100.000 (99.654)
Train: [4][840/1465]	BT 0.055 (0.055)	DT 0.000 (0.002)	loss 0.037 (0.012)	Acc@1 96.875 (99.654)
Train: [4][850/1465]	BT 0.056 (0.055)	DT 0.000 (0.002)	loss 0.002 (0.012)	Acc@1 100.000 (99.647)
Train: [4][860/1465]	BT 0.056 (0.055)	DT 0.000 (0.002)	loss 0.090 (0.012)	Acc@1 93.750 (99.637)
Train: [4][870/1465]	BT 0.055 (0.055)	DT 0.000 (0.002)	loss 0.002 (0.012)	Acc@1 100.000 (99.637)
Train: [4][880/1465]	BT 0.054 (0.055)	DT 0.000 (0.002)	loss 0.004 (0.012)	Acc@1 100.000 (99.638)
Train: [4][890/1465]	BT 0.055 (0.055)	DT 0.000 (0.002)	loss 0.003 (0.012)	Acc@1 100.000 (99.638)
Train: [4][900/1465]	BT 0.056 (0.055)	DT 0.000 (0.002)	loss 0.004 (0.012)	Acc@1 100.000 (99.642)
Train: [4][910/1465]	BT 0.053 (0.055)	DT 0.000 (0.002)	loss 0.004 (0.012)	Acc@1 100.000 (99.636)
Train: [4][920/1465]	BT 0.056 (0.055)	DT 0.000 (0.002)	loss 0.002 (0.012)	Acc@1 100.000 (99.637)
Train: [4][930/1465]	BT 0.050 (0.055)	DT 0.000 (0.002)	loss 0.015 (0.013)	Acc@1 100.000 (99.630)
Train: [4][940/1465]	BT 0.053 (0.055)	DT 0.000 (0.002)	loss 0.037 (0.013)	Acc@1 96.875 (99.631)
Train: [4][950/1465]	BT 0.052 (0.055)	DT 0.000 (0.002)	loss 0.002 (0.013)	Acc@1 100.000 (99.628)
Train: [4][960/1465]	BT 0.044 (0.055)	DT 0.000 (0.002)	loss 0.002 (0.013)	Acc@1 100.000 (99.629)
Train: [4][970/1465]	BT 0.053 (0.055)	DT 0.000 (0.002)	loss 0.002 (0.013)	Acc@1 100.000 (99.630)
Train: [4][980/1465]	BT 0.054 (0.055)	DT 0.000 (0.002)	loss 0.005 (0.013)	Acc@1 100.000 (99.633)
Train: [4][990/1465]	BT 0.053 (0.055)	DT 0.000 (0.002)	loss 0.054 (0.013)	Acc@1 96.875 (99.631)
Train: [4][1000/1465]	BT 0.056 (0.055)	DT 0.000 (0.002)	loss 0.002 (0.012)	Acc@1 100.000 (99.634)
Train: [4][1010/1465]	BT 0.051 (0.055)	DT 0.000 (0.002)	loss 0.003 (0.012)	Acc@1 100.000 (99.635)
Train: [4][1020/1465]	BT 0.056 (0.055)	DT 0.000 (0.002)	loss 0.002 (0.012)	Acc@1 100.000 (99.635)
Train: [4][1030/1465]	BT 0.055 (0.055)	DT 0.000 (0.002)	loss 0.002 (0.012)	Acc@1 100.000 (99.636)
Train: [4][1040/1465]	BT 0.056 (0.055)	DT 0.000 (0.002)	loss 0.001 (0.012)	Acc@1 100.000 (99.636)
Train: [4][1050/1465]	BT 0.055 (0.055)	DT 0.000 (0.002)	loss 0.002 (0.012)	Acc@1 100.000 (99.640)
Train: [4][1060/1465]	BT 0.053 (0.055)	DT 0.000 (0.002)	loss 0.009 (0.012)	Acc@1 100.000 (99.637)
Train: [4][1070/1465]	BT 0.054 (0.055)	DT 0.000 (0.002)	loss 0.004 (0.012)	Acc@1 100.000 (99.635)
Train: [4][1080/1465]	BT 0.050 (0.055)	DT 0.000 (0.002)	loss 0.120 (0.013)	Acc@1 96.875 (99.630)
Train: [4][1090/1465]	BT 0.053 (0.055)	DT 0.000 (0.002)	loss 0.001 (0.013)	Acc@1 100.000 (99.624)
Train: [4][1100/1465]	BT 0.055 (0.055)	DT 0.000 (0.002)	loss 0.002 (0.013)	Acc@1 100.000 (99.628)
Train: [4][1110/1465]	BT 0.056 (0.055)	DT 0.000 (0.002)	loss 0.016 (0.013)	Acc@1 100.000 (99.628)
Train: [4][1120/1465]	BT 0.055 (0.055)	DT 0.000 (0.002)	loss 0.075 (0.013)	Acc@1 96.875 (99.618)
Train: [4][1130/1465]	BT 0.056 (0.055)	DT 0.000 (0.002)	loss 0.003 (0.013)	Acc@1 100.000 (99.618)
Train: [4][1140/1465]	BT 0.053 (0.055)	DT 0.000 (0.002)	loss 0.003 (0.013)	Acc@1 100.000 (99.616)
Train: [4][1150/1465]	BT 0.054 (0.055)	DT 0.000 (0.002)	loss 0.003 (0.013)	Acc@1 100.000 (99.620)
Train: [4][1160/1465]	BT 0.052 (0.055)	DT 0.000 (0.002)	loss 0.006 (0.013)	Acc@1 100.000 (99.623)
Train: [4][1170/1465]	BT 0.056 (0.055)	DT 0.000 (0.002)	loss 0.036 (0.013)	Acc@1 96.875 (99.613)
Train: [4][1180/1465]	BT 0.056 (0.055)	DT 0.000 (0.002)	loss 0.004 (0.013)	Acc@1 100.000 (99.616)
Train: [4][1190/1465]	BT 0.055 (0.055)	DT 0.000 (0.002)	loss 0.002 (0.013)	Acc@1 100.000 (99.617)
Train: [4][1200/1465]	BT 0.056 (0.055)	DT 0.000 (0.002)	loss 0.002 (0.013)	Acc@1 100.000 (99.620)
Train: [4][1210/1465]	BT 0.056 (0.055)	DT 0.000 (0.002)	loss 0.004 (0.013)	Acc@1 100.000 (99.623)
Train: [4][1220/1465]	BT 0.056 (0.055)	DT 0.000 (0.002)	loss 0.002 (0.013)	Acc@1 100.000 (99.623)
Train: [4][1230/1465]	BT 0.055 (0.055)	DT 0.000 (0.002)	loss 0.004 (0.013)	Acc@1 100.000 (99.624)
Train: [4][1240/1465]	BT 0.054 (0.055)	DT 0.000 (0.002)	loss 0.061 (0.013)	Acc@1 96.875 (99.622)
Train: [4][1250/1465]	BT 0.054 (0.055)	DT 0.000 (0.002)	loss 0.004 (0.013)	Acc@1 100.000 (99.622)
Train: [4][1260/1465]	BT 0.055 (0.055)	DT 0.000 (0.002)	loss 0.037 (0.013)	Acc@1 96.875 (99.621)
Train: [4][1270/1465]	BT 0.057 (0.055)	DT 0.000 (0.002)	loss 0.002 (0.013)	Acc@1 100.000 (99.621)
